anio;provincia;distrito;ugel;nivel_agrupado;gestion;area;total_estudiantes;mujeres;hombres;retirados;total_atraso
2021;SATIPO;PANGOA;UGEL RIO TAMBO;Primaria;Pública de gestión directa;Rural;157;81;76;0;24
2021;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Secundaria;Pública de gestión privada;Rural;230;132;98;0;61
2021;SATIPO;RIO TAMBO;UGEL PANGOA;Primaria;Pública de gestión directa;Rural;60;32;28;0;4
2021;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Inicial;Pública de gestión directa;Rural;31;14;17;0;0
2021;SATIPO;MAZAMARI;UGEL RIO TAMBO;Primaria;Pública de gestión directa;Rural;92;41;51;0;16
2021;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Primaria;Privada;Urbana;147;63;84;0;1
2021;TARMA;PALCA;UGEL TARMA;Inicial;Pública de gestión directa;Rural;230;103;127;0;0
2021;SATIPO;PANGOA;UGEL RIO TAMBO;Inicial;Pública de gestión directa;Rural;54;37;17;0;0
2021;YAULI;YAULI;UGEL YAULI;Secundaria;Pública de gestión directa;Rural;7;3;4;0;0
2021;YAULI;YAULI;UGEL YAULI;Inicial;Pública de gestión directa;Rural;70;27;43;0;0
2021;TARMA;HUASAHUASI;UGEL TARMA;Secundaria;Pública de gestión directa;Rural;238;132;106;0;43
2021;YAULI;LA OROYA;UGEL YAULI;Secundaria;Privada;Urbana;91;40;51;1;1
2021;CHANCHAMAYO;PERENE;UGEL PICHANAKI;Secundaria;Pública de gestión directa;Urbana;1698;843;855;1;192
2021;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Inicial;Pública de gestión privada;Urbana;26;13;13;0;0
2021;SATIPO;MAZAMARI;UGEL SATIPO;Inicial;Privada;Urbana;116;52;64;1;0
2021;YAULI;LA OROYA;UGEL YAULI;Inicial;Privada;Urbana;73;36;37;0;0
2021;HUANCAYO;CHUPURO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Rural;59;26;33;0;0
2021;HUANCAYO;PILCOMAYO;UGEL HUANCAYO;Secundaria;Privada;Urbana;509;232;277;0;16
2021;YAULI;LA OROYA;UGEL YAULI;Primaria;Privada;Urbana;123;58;65;0;0
2021;HUANCAYO;CHILCA;UGEL HUANCAYO;Primaria;Pública de gestión privada;Urbana;337;178;159;0;0
2021;HUANCAYO;CHILCA;UGEL HUANCAYO;Secundaria;Pública de gestión privada;Urbana;338;169;169;0;8
2021;HUANCAYO;CHILCA;UGEL HUANCAYO;Inicial;Pública de gestión privada;Urbana;122;63;59;0;0
2021;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Inicial;Pública de gestión directa;Rural;50;23;27;0;0
2021;HUANCAYO;QUILCAS;UGEL HUANCAYO;Inicial;Privada;Urbana;25;11;14;0;0
2021;HUANCAYO;QUILCAS;UGEL HUANCAYO;Primaria;Privada;Urbana;59;32;27;0;2
2021;HUANCAYO;HUANCAN;UGEL HUANCAYO;Inicial;Privada;Urbana;148;67;81;0;0
2021;HUANCAYO;HUANCAN;UGEL HUANCAYO;Primaria;Privada;Urbana;249;114;135;1;3
2021;CHANCHAMAYO;PERENE;UGEL PICHANAKI;Primaria;Privada;Urbana;106;63;43;0;1
2021;HUANCAYO;SAN AGUSTIN;UGEL HUANCAYO;Secundaria;Privada;Urbana;503;241;262;0;16
2021;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Inicial;Privada;Urbana;151;81;70;0;0
2021;JAUJA;JAUJA;UGEL JAUJA;Inicial;Privada;Rural;17;7;10;0;0
2021;JUNIN;CARHUAMAYO;UGEL JUNÍN;Secundaria;Privada;Urbana;77;44;33;0;2
2021;TARMA;ACOBAMBA;UGEL TARMA;Inicial;Privada;Urbana;9;3;6;0;0
2021;TARMA;ACOBAMBA;UGEL TARMA;Primaria;Privada;Urbana;55;29;26;0;0
2021;CONCEPCION;SANTA ROSA DE OCOPA;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Rural;56;29;27;0;12
2021;HUANCAYO;HUACRAPUQUIO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;45;17;28;0;13
2021;TARMA;PALCA;UGEL TARMA;Secundaria;Pública de gestión directa;Rural;113;61;52;0;10
2021;YAULI;MOROCOCHA;UGEL YAULI;Secundaria;Pública de gestión directa;Rural;62;27;35;4;12
2021;YAULI;MARCAPOMACOCHA;UGEL YAULI;Secundaria;Pública de gestión directa;Rural;50;29;21;0;13
2021;CHANCHAMAYO;PERENE;UGEL PICHANAKI;Inicial;Privada;Urbana;45;28;17;0;0
2021;SATIPO;MAZAMARI;UGEL RIO ENE-MANTARO;Primaria;Pública de gestión directa;Rural;124;64;60;0;3
2021;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Secundaria;Pública de gestión directa;Rural;58;33;25;0;9
2021;JAUJA;PANCAN;UGEL JAUJA;Inicial;Pública de gestión privada;Rural;85;39;46;0;0
2021;SATIPO;MAZAMARI;UGEL RIO TAMBO;Secundaria;Pública de gestión directa;Rural;278;140;138;64;119
2021;CHUPACA;CHUPACA;UGEL CHUPACA;Inicial;Pública de gestión directa;Rural;166;72;94;0;0
2021;HUANCAYO;HUALHUAS;UGEL HUANCAYO;Primaria;Privada;Urbana;50;29;21;0;1
2021;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Inicial;Privada;Urbana;133;63;70;0;0
2021;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Primaria;Privada;Urbana;317;144;173;0;4
2021;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Secundaria;Privada;Urbana;83;27;56;0;4
2021;HUANCAYO;HUALHUAS;UGEL HUANCAYO;Secundaria;Privada;Urbana;8;4;4;0;0
2021;HUANCAYO;SICAYA;UGEL HUANCAYO;Secundaria;Privada;Urbana;128;66;62;1;4
2021;HUANCAYO;PUCARA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;34;14;20;0;1
2021;CONCEPCION;MATAHUASI;UGEL CONCEPCIÓN;Inicial;Privada;Urbana;13;6;7;0;0
2021;CONCEPCION;MATAHUASI;UGEL CONCEPCIÓN;Primaria;Privada;Urbana;29;13;16;0;0
2021;JAUJA;HUAMALI;UGEL JAUJA;Secundaria;Pública de gestión privada;Urbana;117;49;68;0;6
2021;JAUJA;SAUSA;UGEL JAUJA;Inicial;Privada;Urbana;7;6;1;0;0
2021;JAUJA;SAUSA;UGEL JAUJA;Primaria;Privada;Urbana;30;16;14;0;1
2021;SATIPO;MAZAMARI;UGEL SATIPO;Primaria;Pública de gestión privada;Urbana;306;149;157;0;0
2021;SATIPO;MAZAMARI;UGEL SATIPO;Secundaria;Pública de gestión privada;Urbana;289;163;126;0;7
2021;SATIPO;MAZAMARI;UGEL SATIPO;Inicial;Pública de gestión privada;Urbana;149;77;72;2;0
2021;SATIPO;SATIPO;UGEL SATIPO;Secundaria;Pública de gestión privada;Urbana;482;255;227;0;5
2021;SATIPO;PANGOA;UGEL PANGOA;Inicial;Privada;Urbana;256;114;142;0;0
2021;SATIPO;PANGOA;UGEL PANGOA;Inicial;Pública de gestión privada;Urbana;122;62;60;1;0
2021;SATIPO;PANGOA;UGEL PANGOA;Primaria;Pública de gestión privada;Urbana;367;175;192;0;1
2021;SATIPO;PANGOA;UGEL PANGOA;Secundaria;Pública de gestión privada;Urbana;288;134;154;0;4
2021;SATIPO;RIO TAMBO;UGEL PANGOA;Secundaria;Pública de gestión directa;Rural;74;35;39;0;7
2021;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Secundaria;Pública de gestión directa;Urbana;111;45;66;0;31
2021;SATIPO;PANGOA;UGEL RIO ENE-MANTARO;Secundaria;Pública de gestión directa;Rural;501;227;274;0;146
2021;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Secundaria;Privada;Urbana;89;40;49;0;1
2021;YAULI;LA OROYA;UGEL YAULI;Primaria;Privada;Rural;5;1;4;0;0
2021;YAULI;LA OROYA;UGEL YAULI;Inicial;Privada;Rural;2;0;2;0;0
2021;YAULI;SUITUCANCHA;UGEL YAULI;Inicial;Pública de gestión directa;Rural;70;35;35;0;0
2021;JAUJA;JAUJA;UGEL JAUJA;Inicial;Pública de gestión privada;Urbana;163;109;54;0;0
2021;SATIPO;MAZAMARI;UGEL RIO ENE-MANTARO;Inicial;Pública de gestión directa;Rural;115;52;63;0;0
2021;SATIPO;MAZAMARI;UGEL SATIPO;Secundaria;Privada;Urbana;62;33;29;0;3
2021;SATIPO;MAZAMARI;UGEL PANGOA;Inicial;Pública de gestión directa;Rural;38;20;18;0;0
2021;HUANCAYO;HUANCAN;UGEL HUANCAYO;Inicial;Pública de gestión directa;Rural;17;7;10;0;0
2021;CHUPACA;TRES DE DICIEMBRE;UGEL CHUPACA;Inicial;Privada;Urbana;47;25;22;0;0
2021;CHUPACA;TRES DE DICIEMBRE;UGEL CHUPACA;Primaria;Privada;Urbana;88;46;42;0;1
2021;HUANCAYO;SAÑO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Rural;43;20;23;0;0
2021;CHUPACA;HUAMANCACA CHICO;UGEL CHUPACA;Inicial;Pública de gestión privada;Urbana;42;25;17;0;0
2021;JAUJA;SINCOS;UGEL CHUPACA;Inicial;Pública de gestión directa;Rural;25;13;12;0;0
2021;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Rural;191;98;93;0;0
2021;YAULI;MOROCOCHA;UGEL YAULI;Inicial;Pública de gestión directa;Rural;60;29;31;0;0
2021;SATIPO;VIZCATAN DEL ENE;UGEL RIO ENE-MANTARO;Secundaria;Pública de gestión directa;Rural;480;226;254;0;90
2021;SATIPO;MAZAMARI;UGEL RIO ENE-MANTARO;Secundaria;Pública de gestión directa;Rural;72;27;45;0;9
2021;CHUPACA;AHUAC;UGEL CHUPACA;Inicial;Privada;Urbana;12;6;6;0;0
2021;CHUPACA;AHUAC;UGEL CHUPACA;Primaria;Privada;Urbana;23;15;8;0;0
2021;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Secundaria;Privada;Urbana;18;8;10;0;0
2021;HUANCAYO;HUANCAN;UGEL HUANCAYO;Secundaria;Privada;Urbana;171;86;85;5;2
2021;JAUJA;SAN LORENZO;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;69;39;30;0;0
2021;CHANCHAMAYO;PERENE;UGEL PICHANAKI;Secundaria;Privada;Urbana;59;28;31;0;15
2021;CHUPACA;HUAMANCACA CHICO;UGEL CHUPACA;Inicial;Privada;Urbana;43;17;26;0;0
2021;CHUPACA;HUAMANCACA CHICO;UGEL CHUPACA;Primaria;Privada;Urbana;94;39;55;0;0
2021;JAUJA;PANCAN;UGEL JAUJA;Secundaria;Pública de gestión privada;Rural;154;65;89;0;3
2021;TARMA;HUASAHUASI;UGEL TARMA;Primaria;Privada;Urbana;20;9;11;0;1
2021;SATIPO;SATIPO;UGEL SATIPO;Inicial;Privada;Rural;86;47;39;0;0
2021;SATIPO;SATIPO;UGEL SATIPO;Primaria;Privada;Rural;206;106;100;0;8
2021;SATIPO;SATIPO;UGEL SATIPO;Secundaria;Privada;Rural;129;68;61;0;10
2021;YAULI;YAULI;UGEL YAULI;Inicial;Privada;Urbana;33;17;16;0;0
2021;HUANCAYO;SICAYA;UGEL HUANCAYO;Inicial;Pública de gestión directa;Rural;51;28;23;0;0
2021;TARMA;HUASAHUASI;UGEL TARMA;Inicial;Privada;Urbana;3;3;0;0;0
2021;YAULI;YAULI;UGEL YAULI;Primaria;Privada;Urbana;48;21;27;0;0
2021;SATIPO;PANGOA;UGEL RIO TAMBO;Secundaria;Pública de gestión directa;Rural;51;21;30;0;18
2021;SATIPO;RIO NEGRO;UGEL SATIPO;Inicial;Privada;Urbana;13;7;6;0;0
2021;JAUJA;ATAURA;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;13;7;6;0;0
2021;SATIPO;RIO NEGRO;UGEL RIO TAMBO;Inicial;Pública de gestión directa;Rural;12;7;5;0;0
2021;CHUPACA;TRES DE DICIEMBRE;UGEL CHUPACA;Secundaria;Privada;Urbana;76;45;31;0;4
2021;SATIPO;RIO NEGRO;UGEL SATIPO;Primaria;Privada;Urbana;7;5;2;0;0
2021;JAUJA;HUERTAS;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;61;25;36;0;4
2021;CHUPACA;HUAMANCACA CHICO;UGEL CHUPACA;Secundaria;Privada;Urbana;1;1;0;0;1
2021;CONCEPCION;NUEVE DE JULIO;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Urbana;54;33;21;0;4
2021;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;26;10;16;0;3
2021;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Rural;65;30;35;0;10
2021;JAUJA;EL MANTARO;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;17;13;4;0;0
2021;JAUJA;PANCAN;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;10;7;3;0;0
2021;JUNIN;CARHUAMAYO;UGEL JUNÍN;Inicial;Pública de gestión directa;Rural;9;3;6;0;0
2021;HUANCAYO;SAN JERONIMO DE TUNAN;UGEL HUANCAYO;Inicial;Pública de gestión directa;Rural;16;7;9;0;0
2021;CONCEPCION;MANZANARES;UGEL CHUPACA;Inicial;Pública de gestión directa;Rural;8;1;7;0;0
2021;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Inicial;Pública de gestión directa;Rural;8;4;4;0;0
2021;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Inicial;Privada;Rural;15;9;6;0;0
2022;HUANCAYO;PILCOMAYO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;797;401;396;1;0
2022;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;3673;1786;1887;7;0
2022;HUANCAYO;CHILCA;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;1687;837;850;0;0
2022;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;3924;2011;1913;2;0
2022;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Secundaria;Privada;Urbana;5567;2740;2827;15;97
2022;JAUJA;YAUYOS;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;22;13;9;0;0
2022;JAUJA;YAUYOS;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;102;54;48;2;3
2022;JAUJA;CURICACA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;99;42;57;0;0
2022;JAUJA;SAUSA;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;136;49;87;0;4
2022;JAUJA;POMACANCHA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;140;66;74;1;5
2022;JAUJA;MASMA CHICCHE;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;79;35;44;0;1
2022;JAUJA;JANJAILLO;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;42;22;20;0;0
2022;JAUJA;SAUSA;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;170;90;80;7;0
2022;JAUJA;YAUYOS;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;131;60;71;0;0
2022;TARMA;TARMA;UGEL TARMA;Primaria;Pública de gestión directa;Rural;317;152;165;0;12
2022;TARMA;ACOBAMBA;UGEL TARMA;Primaria;Pública de gestión directa;Rural;405;197;208;2;7
2022;YAULI;LA OROYA;UGEL YAULI;Primaria;Pública de gestión directa;Urbana;1426;691;735;7;11
2022;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Primaria;Pública de gestión directa;Urbana;272;123;149;4;1
2022;YAULI;LA OROYA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;46;17;29;0;0
2022;YAULI;SANTA BARBARA DE CARHUACAYAN;UGEL YAULI;Primaria;Pública de gestión directa;Rural;103;51;52;0;4
2022;YAULI;CHACAPALPA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;55;28;27;0;3
2022;YAULI;HUAY-HUAY;UGEL YAULI;Primaria;Pública de gestión directa;Rural;146;78;68;0;1
2022;YAULI;MARCAPOMACOCHA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;100;46;54;1;6
2022;YAULI;MOROCOCHA;UGEL YAULI;Primaria;Pública de gestión directa;Urbana;262;125;137;0;2
2022;YAULI;PACCHA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;91;46;45;0;3
2022;YAULI;SUITUCANCHA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;105;49;56;0;2
2022;YAULI;YAULI;UGEL YAULI;Primaria;Pública de gestión directa;Urbana;148;70;78;0;2
2022;YAULI;YAULI;UGEL YAULI;Primaria;Pública de gestión directa;Rural;96;56;40;2;5
2022;YAULI;MOROCOCHA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;46;14;32;1;1
2022;HUANCAYO;PARIAHUANCA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;684;339;345;1;20
2022;HUANCAYO;SAÑO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;8;5;3;0;0
2022;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;824;432;392;1;29
2022;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;685;338;347;6;29
2022;CONCEPCION;ANDAMARCA;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;736;373;363;3;32
2022;SATIPO;SATIPO;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;1572;732;840;2;120
2022;SATIPO;PANGOA;UGEL PANGOA;Primaria;Pública de gestión directa;Rural;6072;2974;3098;23;462
2022;SATIPO;RIO NEGRO;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;2274;1087;1187;2;146
2022;CHANCHAMAYO;PICHANAQUI;UGEL PICHANAKI;Primaria;Pública de gestión directa;Rural;2984;1437;1547;20;190
2022;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;2547;1235;1312;0;117
2022;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;345;159;186;0;24
2022;CHANCHAMAYO;VITOC;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;180;86;94;0;6
2022;JUNIN;ONDORES;UGEL JUNÍN;Primaria;Pública de gestión directa;Rural;83;43;40;0;1
2022;HUANCAYO;CULLHUAS;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;137;64;73;1;5
2022;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;1182;602;580;0;24
2022;HUANCAYO;HUASICANCHA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;90;49;41;0;1
2022;JUNIN;ULCUMAYO;UGEL JUNÍN;Primaria;Pública de gestión directa;Rural;539;257;282;0;8
2022;TARMA;HUASAHUASI;UGEL TARMA;Primaria;Pública de gestión directa;Rural;520;252;268;4;15
2022;CHANCHAMAYO;PERENE;UGEL PICHANAKI;Primaria;Pública de gestión directa;Rural;1204;606;598;0;63
2022;HUANCAYO;PUCARA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;177;91;86;1;2
2022;CHUPACA;YANACANCHA;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;291;128;163;0;12
2022;CONCEPCION;COCHAS;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;229;109;120;0;12
2022;SATIPO;COVIRIALI;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;422;203;219;0;21
2022;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Primaria;Pública de gestión directa;Rural;4416;2199;2217;26;388
2022;SATIPO;MAZAMARI;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;1559;769;790;2;104
2022;CHANCHAMAYO;SAN LUIS DE SHUARO;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;653;328;325;0;24
2022;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;368;165;203;0;11
2022;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Urbana;1679;800;879;0;59
2022;SATIPO;PANGOA;UGEL RIO ENE-MANTARO;Primaria;Pública de gestión directa;Rural;601;289;312;0;27
2022;SATIPO;RIO TAMBO;UGEL RIO ENE-MANTARO;Primaria;Pública de gestión directa;Rural;1862;928;934;0;147
2022;SATIPO;LLAYLLA;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;540;262;278;0;34
2022;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Primaria;Privada;Urbana;7567;3755;3812;15;30
2022;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Secundaria;Privada;Urbana;7803;3505;4298;7;87
2022;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Primaria;Privada;Urbana;8472;3944;4528;18;18
2022;HUANCAYO;SAN JERONIMO DE TUNAN;UGEL HUANCAYO;Primaria;Privada;Urbana;673;349;324;3;0
2022;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Primaria;Privada;Urbana;126;58;68;0;0
2022;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Primaria;Privada;Rural;57;23;34;4;2
2022;TARMA;TARMA;UGEL TARMA;Primaria;Privada;Urbana;1722;891;831;0;7
2022;TARMA;TARMA;UGEL TARMA;Primaria;Pública de gestión privada;Urbana;395;190;205;0;10
2022;TARMA;PALCA;UGEL TARMA;Primaria;Pública de gestión directa;Rural;358;159;199;2;18
2022;TARMA;HUARICOLCA;UGEL TARMA;Primaria;Pública de gestión directa;Rural;195;98;97;0;6
2022;TARMA;LA UNION;UGEL TARMA;Primaria;Pública de gestión directa;Rural;301;158;143;0;2
2022;TARMA;PALCAMAYO;UGEL TARMA;Primaria;Pública de gestión directa;Rural;341;178;163;0;12
2022;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Primaria;Pública de gestión directa;Rural;58;23;35;0;1
2022;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Primaria;Pública de gestión directa;Urbana;205;101;104;0;5
2022;TARMA;TAPO;UGEL TARMA;Primaria;Pública de gestión directa;Rural;487;236;251;0;15
2022;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Rural;1900;905;995;5;244
2022;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Urbana;839;404;435;0;12
2022;TARMA;ACOBAMBA;UGEL TARMA;Primaria;Pública de gestión directa;Urbana;430;194;236;0;5
2022;CONCEPCION;ACO;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;158;68;90;0;1
2022;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;11966;6706;5260;16;336
2022;JAUJA;JAUJA;UGEL JAUJA;Secundaria;Pública de gestión directa;Urbana;1341;415;926;0;27
2022;TARMA;TARMA;UGEL TARMA;Secundaria;Pública de gestión directa;Urbana;3210;1452;1758;0;103
2022;JAUJA;JAUJA;UGEL JAUJA;Secundaria;Pública de gestión privada;Urbana;1355;1094;261;3;4
2022;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Secundaria;Pública de gestión privada;Urbana;2097;1918;179;3;12
2022;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;1137;571;566;7;16
2022;HUANCAYO;CHILCA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;1971;801;1170;0;177
2022;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;8528;3646;4882;0;331
2022;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Urbana;1408;792;616;0;79
2022;CONCEPCION;MANZANARES;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;141;66;75;0;12
2022;JAUJA;ACOLLA;UGEL JAUJA;Secundaria;Pública de gestión directa;Urbana;219;86;133;0;8
2022;JAUJA;MARCO;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;114;57;57;0;9
2022;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Urbana;1641;768;873;2;120
2022;TARMA;TARMA;UGEL TARMA;Secundaria;Privada;Urbana;1711;893;818;1;14
2022;JUNIN;JUNIN;UGEL JUNÍN;Secundaria;Pública de gestión directa;Urbana;872;440;432;0;23
2022;CHUPACA;CHUPACA;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;1666;841;825;0;51
2022;CHUPACA;HUACHAC;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;200;92;108;0;18
2022;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Secundaria;Pública de gestión privada;Urbana;564;347;217;0;2
2022;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Secundaria;Pública de gestión privada;Urbana;529;305;224;0;0
2022;JUNIN;CARHUAMAYO;UGEL JUNÍN;Secundaria;Pública de gestión directa;Urbana;540;273;267;0;19
2022;JAUJA;SINCOS;UGEL JAUJA;Secundaria;Pública de gestión privada;Rural;138;57;81;0;8
2022;JAUJA;LLOCLLAPAMPA;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;84;37;47;0;4
2022;YAULI;YAULI;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;161;82;79;0;11
2022;YAULI;MOROCOCHA;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;221;115;106;0;11
2022;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;955;484;471;0;54
2022;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;735;343;392;0;66
2022;HUANCAYO;CHONGOS ALTO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;104;47;57;6;15
2022;HUANCAYO;COLCA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;77;37;40;1;10
2022;CHUPACA;CHUPACA;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;2621;1285;1336;8;24
2022;CHUPACA;AHUAC;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;399;191;208;0;19
2022;HUANCAYO;SAN JERONIMO DE TUNAN;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;1135;224;911;0;60
2022;HUANCAYO;HUALHUAS;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;301;149;152;0;25
2022;CHUPACA;SAN JUAN DE JARPA;UGEL CHUPACA;Secundaria;Pública de gestión directa;Rural;226;110;116;0;17
2022;CHUPACA;CHONGOS BAJO;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;517;287;230;0;23
2022;CHUPACA;SAN JUAN DE ISCOS;UGEL CHUPACA;Secundaria;Pública de gestión directa;Rural;131;58;73;0;7
2022;HUANCAYO;QUILCAS;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;270;151;119;0;17
2022;HUANCAYO;PUCARA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;270;145;125;0;14
2022;CONCEPCION;ACO;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Rural;183;93;90;0;20
2022;CONCEPCION;ORCOTUNA;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Urbana;175;84;91;0;13
2022;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Rural;577;290;287;0;121
