anio;provincia;distrito;ugel;nivel_agrupado;gestion;area;total_estudiantes;mujeres;hombres;retirados;total_atraso
2021;HUANCAYO;PILCOMAYO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;854;410;444;0;0
2021;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;4002;1978;2024;0;0
2021;HUANCAYO;CHILCA;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;1767;883;884;0;0
2021;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;4217;2103;2114;0;0
2021;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Secundaria;Privada;Urbana;4852;2366;2486;14;120
2021;JAUJA;YAUYOS;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;29;13;16;0;0
2021;JAUJA;YAUYOS;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;127;66;61;0;7
2021;JAUJA;CURICACA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;113;47;66;0;0
2021;JAUJA;SAUSA;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;129;58;71;0;6
2021;JAUJA;POMACANCHA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;160;77;83;0;7
2021;JAUJA;MASMA CHICCHE;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;96;43;53;0;1
2021;JAUJA;JANJAILLO;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;43;25;18;0;0
2021;JAUJA;SAUSA;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;187;92;95;0;0
2021;JAUJA;YAUYOS;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;147;61;86;0;0
2021;TARMA;TARMA;UGEL TARMA;Primaria;Pública de gestión directa;Rural;362;178;184;0;21
2021;TARMA;ACOBAMBA;UGEL TARMA;Primaria;Pública de gestión directa;Rural;423;212;211;1;14
2021;YAULI;LA OROYA;UGEL YAULI;Primaria;Pública de gestión directa;Urbana;1680;825;855;9;16
2021;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Primaria;Pública de gestión directa;Urbana;284;135;149;0;2
2021;YAULI;LA OROYA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;40;15;25;0;0
2021;YAULI;SANTA BARBARA DE CARHUACAYAN;UGEL YAULI;Primaria;Pública de gestión directa;Rural;121;57;64;0;8
2021;YAULI;CHACAPALPA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;54;27;27;1;2
2021;YAULI;HUAY-HUAY;UGEL YAULI;Primaria;Pública de gestión directa;Rural;159;83;76;0;1
2021;YAULI;MARCAPOMACOCHA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;113;50;63;0;9
2021;YAULI;MOROCOCHA;UGEL YAULI;Primaria;Pública de gestión directa;Urbana;313;159;154;0;3
2021;YAULI;PACCHA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;98;43;55;0;4
2021;YAULI;SUITUCANCHA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;110;54;56;0;3
2021;YAULI;YAULI;UGEL YAULI;Primaria;Pública de gestión directa;Urbana;155;80;75;0;1
2021;YAULI;YAULI;UGEL YAULI;Primaria;Pública de gestión directa;Rural;170;93;77;0;7
2021;YAULI;MOROCOCHA;UGEL YAULI;Primaria;Pública de gestión directa;Rural;53;18;35;0;2
2021;HUANCAYO;PARIAHUANCA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;750;372;378;0;31
2021;HUANCAYO;SAÑO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;9;3;6;0;0
2021;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;901;444;457;0;46
2021;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;756;374;382;4;45
2021;CONCEPCION;ANDAMARCA;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;763;388;375;1;42
2021;SATIPO;SATIPO;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;1639;780;859;3;152
2021;SATIPO;PANGOA;UGEL PANGOA;Primaria;Pública de gestión directa;Rural;6163;3026;3137;9;602
2021;SATIPO;RIO NEGRO;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;2331;1132;1199;3;214
2021;CHANCHAMAYO;PICHANAQUI;UGEL PICHANAKI;Primaria;Pública de gestión directa;Rural;3028;1429;1599;7;253
2021;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;2561;1225;1336;6;134
2021;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;388;183;205;0;27
2021;CHANCHAMAYO;VITOC;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;195;92;103;0;7
2021;JUNIN;ONDORES;UGEL JUNÍN;Primaria;Pública de gestión directa;Rural;75;40;35;0;1
2021;HUANCAYO;CULLHUAS;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;152;68;84;0;5
2021;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;1171;590;581;0;27
2021;HUANCAYO;HUASICANCHA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;113;63;50;0;3
2021;JUNIN;ULCUMAYO;UGEL JUNÍN;Primaria;Pública de gestión directa;Rural;590;279;311;0;17
2021;TARMA;HUASAHUASI;UGEL TARMA;Primaria;Pública de gestión directa;Rural;564;290;274;2;18
2021;CHANCHAMAYO;PERENE;UGEL PICHANAKI;Primaria;Pública de gestión directa;Rural;1238;616;622;0;75
2021;HUANCAYO;PUCARA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;210;111;99;0;5
2021;CHUPACA;YANACANCHA;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;314;145;169;0;18
2021;CONCEPCION;COCHAS;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;261;128;133;0;16
2021;SATIPO;COVIRIALI;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;439;218;221;0;36
2021;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Primaria;Pública de gestión directa;Rural;4405;2166;2239;9;507
2021;SATIPO;MAZAMARI;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;1603;778;825;1;159
2021;CHANCHAMAYO;SAN LUIS DE SHUARO;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;680;352;328;1;24
2021;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;382;179;203;0;21
2021;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Urbana;1749;824;925;0;51
2021;SATIPO;PANGOA;UGEL RIO ENE-MANTARO;Primaria;Pública de gestión directa;Rural;595;282;313;0;34
2021;SATIPO;RIO TAMBO;UGEL RIO ENE-MANTARO;Primaria;Pública de gestión directa;Rural;1861;907;954;2;192
2021;SATIPO;LLAYLLA;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;580;276;304;0;46
2021;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Primaria;Privada;Urbana;6681;3341;3340;10;36
2021;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Secundaria;Privada;Urbana;6790;3052;3738;7;98
2021;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Primaria;Privada;Urbana;7561;3502;4059;6;17
2021;HUANCAYO;SAN JERONIMO DE TUNAN;UGEL HUANCAYO;Primaria;Privada;Urbana;646;330;316;0;1
2021;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Primaria;Privada;Urbana;82;32;50;0;1
2021;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Primaria;Privada;Rural;42;21;21;0;1
2021;TARMA;TARMA;UGEL TARMA;Primaria;Privada;Urbana;1657;860;797;0;4
2021;TARMA;TARMA;UGEL TARMA;Primaria;Pública de gestión privada;Urbana;430;198;232;0;18
2021;TARMA;PALCA;UGEL TARMA;Primaria;Pública de gestión directa;Rural;387;168;219;1;21
2021;TARMA;HUARICOLCA;UGEL TARMA;Primaria;Pública de gestión directa;Rural;212;104;108;0;6
2021;TARMA;LA UNION;UGEL TARMA;Primaria;Pública de gestión directa;Rural;299;152;147;0;2
2021;TARMA;PALCAMAYO;UGEL TARMA;Primaria;Pública de gestión directa;Rural;366;177;189;0;10
2021;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Primaria;Pública de gestión directa;Rural;68;28;40;0;2
2021;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Primaria;Pública de gestión directa;Urbana;230;115;115;0;5
2021;TARMA;TAPO;UGEL TARMA;Primaria;Pública de gestión directa;Rural;569;281;288;0;28
2021;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Rural;1862;885;977;1;231
2021;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Urbana;896;440;456;1;15
2021;TARMA;ACOBAMBA;UGEL TARMA;Primaria;Pública de gestión directa;Urbana;460;215;245;0;8
2021;CONCEPCION;ACO;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;181;79;102;0;7
2021;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;12153;6789;5364;2;425
2021;JAUJA;JAUJA;UGEL JAUJA;Secundaria;Pública de gestión directa;Urbana;1450;446;1004;0;44
2021;TARMA;TARMA;UGEL TARMA;Secundaria;Pública de gestión directa;Urbana;3392;1555;1837;0;138
2021;JAUJA;JAUJA;UGEL JAUJA;Secundaria;Pública de gestión privada;Urbana;1419;1176;243;0;5
2021;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Secundaria;Pública de gestión privada;Urbana;2125;1984;141;0;23
2021;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;1222;588;634;0;24
2021;HUANCAYO;CHILCA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;1895;822;1073;0;228
2021;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;9422;3995;5427;0;395
2021;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Urbana;1446;809;637;0;75
2021;CONCEPCION;MANZANARES;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;143;68;75;0;6
2021;JAUJA;ACOLLA;UGEL JAUJA;Secundaria;Pública de gestión directa;Urbana;227;94;133;0;9
2021;JAUJA;MARCO;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;131;59;72;0;9
2021;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Urbana;1527;719;808;0;106
2021;TARMA;TARMA;UGEL TARMA;Secundaria;Privada;Urbana;1633;849;784;1;17
2021;JUNIN;JUNIN;UGEL JUNÍN;Secundaria;Pública de gestión directa;Urbana;886;438;448;1;35
2021;CHUPACA;CHUPACA;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;1653;817;836;0;66
2021;CHUPACA;HUACHAC;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;195;90;105;0;20
2021;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Secundaria;Pública de gestión privada;Urbana;585;373;212;0;2
2021;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Secundaria;Pública de gestión privada;Urbana;540;318;222;0;1
2021;JUNIN;CARHUAMAYO;UGEL JUNÍN;Secundaria;Pública de gestión directa;Urbana;578;288;290;0;26
2021;JAUJA;SINCOS;UGEL JAUJA;Secundaria;Pública de gestión privada;Rural;136;50;86;0;8
2021;JAUJA;LLOCLLAPAMPA;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;87;41;46;0;5
2021;YAULI;YAULI;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;187;99;88;0;10
2021;YAULI;MOROCOCHA;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;253;120;133;0;16
2021;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;948;498;450;0;56
2021;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;662;333;329;0;74
2021;HUANCAYO;CHONGOS ALTO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;98;42;56;0;12
2021;HUANCAYO;COLCA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;80;36;44;0;15
2021;CHUPACA;CHUPACA;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;2721;1350;1371;0;32
2021;CHUPACA;AHUAC;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;432;219;213;0;23
2021;HUANCAYO;SAN JERONIMO DE TUNAN;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;1197;243;954;0;69
2021;HUANCAYO;HUALHUAS;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;316;168;148;0;28
2021;CHUPACA;SAN JUAN DE JARPA;UGEL CHUPACA;Secundaria;Pública de gestión directa;Rural;233;106;127;0;14
2021;CHUPACA;CHONGOS BAJO;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;524;286;238;1;22
2021;CHUPACA;SAN JUAN DE ISCOS;UGEL CHUPACA;Secundaria;Pública de gestión directa;Rural;141;64;77;0;8
2021;HUANCAYO;QUILCAS;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;281;171;110;0;19
2021;HUANCAYO;PUCARA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;268;138;130;0;16
2021;CONCEPCION;ACO;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Rural;180;91;89;0;19
2021;CONCEPCION;ORCOTUNA;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Urbana;172;86;86;0;12
2021;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Rural;625;310;315;0;133
2021;CONCEPCION;CHAMBARA;UGEL CHUPACA;Secundaria;Pública de gestión directa;Rural;316;159;157;0;26
2021;JAUJA;RICRAN;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;108;60;48;0;7
2021;JAUJA;YAULI;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;53;24;29;0;3
2021;JAUJA;JULCAN;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;124;51;73;0;13
2021;JAUJA;MASMA;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;62;33;29;1;5
2021;JAUJA;APATA;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;404;180;224;0;34
2021;JAUJA;EL MANTARO;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;239;114;125;0;1
2021;JAUJA;HUAMALI;UGEL JAUJA;Secundaria;Pública de gestión directa;Urbana;63;29;34;0;4
2021;JAUJA;PACCHA;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;59;25;34;0;2
2021;TARMA;ACOBAMBA;UGEL TARMA;Secundaria;Pública de gestión directa;Urbana;360;168;192;0;20
2021;TARMA;HUASAHUASI;UGEL TARMA;Secundaria;Pública de gestión directa;Urbana;655;319;336;0;38
2021;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Urbana;1591;684;907;14;79
2021;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Secundaria;Pública de gestión directa;Urbana;206;104;102;0;7
2021;TARMA;PALCAMAYO;UGEL TARMA;Secundaria;Pública de gestión directa;Rural;199;96;103;0;11
2021;TARMA;LA UNION;UGEL TARMA;Secundaria;Pública de gestión directa;Rural;176;84;92;0;18
2021;SATIPO;SATIPO;UGEL SATIPO;Secundaria;Pública de gestión directa;Urbana;2313;1178;1135;0;115
2021;JAUJA;SAN PEDRO DE CHUNAN;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;47;21;26;0;3
2021;CHANCHAMAYO;SAN LUIS DE SHUARO;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Rural;392;194;198;0;31
2021;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Urbana;820;376;444;0;56
2021;SATIPO;MAZAMARI;UGEL SATIPO;Secundaria;Pública de gestión directa;Urbana;1034;497;537;0;70
2021;HUANCAYO;SICAYA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;929;429;500;2;46
2021;CONCEPCION;MATAHUASI;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Urbana;121;58;63;0;15
2021;JAUJA;LEONOR ORDOÑEZ;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;47;14;33;0;3
2021;JUNIN;ULCUMAYO;UGEL JUNÍN;Secundaria;Pública de gestión directa;Rural;403;193;210;0;25
2021;HUANCAYO;HUASICANCHA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;102;46;56;0;16
2021;YAULI;LA OROYA;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;701;340;361;0;28
2021;JUNIN;CARHUAMAYO;UGEL JUNÍN;Primaria;Pública de gestión directa;Rural;21;11;10;0;3
2021;JUNIN;JUNIN;UGEL JUNÍN;Primaria;Pública de gestión directa;Rural;54;22;32;0;2
2021;SATIPO;SATIPO;UGEL SATIPO;Primaria;Pública de gestión privada;Urbana;656;322;334;0;3
2021;SATIPO;MAZAMARI;UGEL SATIPO;Primaria;Pública de gestión directa;Urbana;962;462;500;0;32
2021;SATIPO;PANGOA;UGEL PANGOA;Primaria;Pública de gestión directa;Urbana;2051;1010;1041;0;59
2021;SATIPO;RIO NEGRO;UGEL SATIPO;Primaria;Pública de gestión directa;Urbana;479;218;261;0;18
2021;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Primaria;Pública de gestión privada;Rural;242;119;123;0;15
2021;JUNIN;JUNIN;UGEL JUNÍN;Primaria;Pública de gestión directa;Urbana;1093;546;547;0;13
2021;CHUPACA;HUACHAC;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;63;30;33;0;3
2021;CHUPACA;SAN JUAN DE JARPA;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;264;136;128;3;4
2021;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;9825;4678;5147;0;195
2021;HUANCAYO;CHILCA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;4510;2144;2366;0;127
2021;JAUJA;SINCOS;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;318;155;163;0;6
2021;TARMA;TARMA;UGEL TARMA;Primaria;Pública de gestión directa;Urbana;3718;1843;1875;0;72
2021;CHUPACA;AHUAC;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;393;201;192;0;3
2021;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;58;24;34;0;3
2021;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Urbana;2231;1016;1215;2;53
2021;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;13982;7054;6928;2;180
2021;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Urbana;1627;748;879;7;29
2021;JAUJA;JAUJA;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;2242;1031;1211;0;28
2021;SATIPO;SATIPO;UGEL SATIPO;Primaria;Pública de gestión directa;Urbana;2365;1139;1226;0;102
2021;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Primaria;Pública de gestión privada;Urbana;1006;805;201;1;1
2021;JAUJA;JAUJA;UGEL JAUJA;Primaria;Pública de gestión privada;Urbana;549;336;213;0;0
2021;JAUJA;CANCHAYLLO;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;211;101;110;0;7
2021;HUANCAYO;SICAYA;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;618;300;318;0;0
2021;HUANCAYO;HUANCAN;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;1228;624;604;0;0
2021;HUANCAYO;PUCARA;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;117;58;59;0;0
2021;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;1097;528;569;0;0
2021;CHUPACA;CHUPACA;UGEL CHUPACA;Inicial;Pública de gestión directa;Urbana;1058;526;532;0;0
2021;CHUPACA;AHUAC;UGEL CHUPACA;Inicial;Pública de gestión directa;Urbana;171;90;81;0;0
2021;CHUPACA;SAN JUAN DE ISCOS;UGEL CHUPACA;Inicial;Pública de gestión directa;Rural;118;52;66;0;0
2021;HUANCAYO;CHUPURO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;104;60;44;0;0
2021;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Inicial;Pública de gestión directa;Urbana;728;367;361;0;0
2021;JAUJA;PARCO;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;53;23;30;0;0
2021;JAUJA;SINCOS;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;194;95;99;0;0
2021;JAUJA;MUQUIYAUYO;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;97;59;38;0;0
2021;JAUJA;JAUJA;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;960;437;523;0;0
2021;JAUJA;LEONOR ORDOÑEZ;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;107;44;63;0;0
2021;JAUJA;CANCHAYLLO;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;106;52;54;0;0
2021;JAUJA;LLOCLLAPAMPA;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;61;24;37;0;0
2021;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Inicial;Pública de gestión directa;Urbana;119;60;59;0;0
2021;TARMA;ACOBAMBA;UGEL TARMA;Inicial;Pública de gestión directa;Urbana;186;80;106;0;0
2021;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Urbana;993;497;496;0;0
2021;YAULI;PACCHA;UGEL YAULI;Inicial;Pública de gestión directa;Rural;70;35;35;0;0
2021;YAULI;YAULI;UGEL YAULI;Inicial;Pública de gestión directa;Urbana;101;47;54;0;0
2021;JUNIN;ONDORES;UGEL JUNÍN;Inicial;Pública de gestión directa;Rural;41;18;23;0;0
2021;CHUPACA;AHUAC;UGEL CHUPACA;Inicial;Pública de gestión directa;Rural;226;112;114;0;0
2021;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Urbana;805;360;445;0;0
2021;CHANCHAMAYO;VITOC;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Rural;91;45;46;0;0
2021;HUANCAYO;HUALHUAS;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;202;111;91;0;0
2021;HUANCAYO;CHONGOS ALTO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Rural;50;23;27;0;0
2021;JAUJA;RICRAN;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;82;37;45;0;0
2021;JAUJA;MASMA;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;62;27;35;0;0
2021;JAUJA;PACA;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;28;15;13;0;0
2021;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Inicial;Pública de gestión directa;Rural;281;150;131;0;0
2021;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Urbana;472;228;244;0;0
2021;TARMA;PALCAMAYO;UGEL TARMA;Inicial;Pública de gestión directa;Rural;196;100;96;0;0
2021;TARMA;TAPO;UGEL TARMA;Inicial;Pública de gestión directa;Rural;234;116;118;0;0
2021;TARMA;HUASAHUASI;UGEL TARMA;Inicial;Pública de gestión directa;Rural;332;153;179;0;0
2021;CHANCHAMAYO;SAN LUIS DE SHUARO;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Rural;251;114;137;0;0
2021;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Inicial;Pública de gestión privada;Urbana;105;53;52;0;0
2021;TARMA;TARMA;UGEL TARMA;Inicial;Privada;Urbana;343;189;154;3;0
2021;HUANCAYO;PUCARA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;202;94;108;0;2
2021;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;1745;898;847;0;37
2021;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;57;29;28;0;6
2021;HUANCAYO;VIQUES;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;202;103;99;0;3
2021;HUANCAYO;COLCA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;127;64;63;0;6
2021;HUANCAYO;CHICCHE;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;57;29;28;0;6
2021;HUANCAYO;CHONGOS ALTO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;106;55;51;0;3
2021;CHUPACA;CHONGOS BAJO;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;341;159;182;0;9
2021;JUNIN;CARHUAMAYO;UGEL JUNÍN;Primaria;Pública de gestión directa;Urbana;717;356;361;0;13
2021;SATIPO;PAMPA HERMOSA;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;345;166;179;0;15
2021;TARMA;HUASAHUASI;UGEL TARMA;Primaria;Pública de gestión directa;Urbana;533;259;274;0;9
2021;TARMA;PALCA;UGEL TARMA;Primaria;Pública de gestión privada;Urbana;349;169;180;0;7
2021;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Primaria;Pública de gestión privada;Urbana;185;185;0;0;2
2021;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Primaria;Pública de gestión privada;Urbana;688;358;330;0;0
2021;CHUPACA;CHONGOS BAJO;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;82;40;42;0;4
2021;HUANCAYO;HUACRAPUQUIO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;104;64;40;0;2
2021;HUANCAYO;HUANCAN;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;1352;672;680;0;36
2021;CHUPACA;TRES DE DICIEMBRE;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;258;113;145;0;10
2021;CONCEPCION;ORCOTUNA;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;93;46;47;0;7
2021;CONCEPCION;SAN JOSE DE QUERO;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;570;280;290;0;22
2021;JAUJA;ACOLLA;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;293;148;145;0;5
2021;JAUJA;ACOLLA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;239;113;126;0;6
2021;JAUJA;JULCAN;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;89;43;46;0;2
2021;JAUJA;LLOCLLAPAMPA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;95;39;56;0;3
2021;JAUJA;MARCO;UGEL JAUJA;Primaria;Pública de gestión privada;Rural;96;44;52;0;1
2021;JAUJA;MARCO;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;32;19;13;0;0
2021;JAUJA;MASMA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;131;66;65;0;3
