anio;id_servicio;cod_mod;anexo;nombre;gestion;id_nivel;nivel_original;nivel_agrupado;total_estudiantes;mujeres;hombres;retirados;total_atraso;departamento;provincia;distrito;ugel;area
2021;0100502-0;0100502;0;TERNURITAS;Pública de gestión directa;A5;Inicial no escolarizado;Inicial;15;5;10;0;0;JUNIN;HUANCAYO;PILCOMAYO;UGEL HUANCAYO;Urbana
2021;0101315-0;0101315;0;CAHUIDE;Pública de gestión directa;A5;Inicial no escolarizado;Inicial;7;3;4;0;0;JUNIN;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Urbana
2021;0101319-0;0101319;0;RAYITOS DE LUZ;Pública de gestión directa;A5;Inicial no escolarizado;Inicial;13;5;8;0;0;JUNIN;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Urbana
2021;0101322-0;0101322;0;NUBECITAS;Pública de gestión directa;A5;Inicial no escolarizado;Inicial;12;4;8;0;0;JUNIN;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Urbana
2021;0102101-0;0102101;0;LOS INVENTORES;Pública de gestión directa;A5;Inicial no escolarizado;Inicial;14;7;7;0;0;JUNIN;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Urbana
2021;0104403-0;0104403;0;NIÑOS EMPRENDEDORES;Pública de gestión directa;A5;Inicial no escolarizado;Inicial;20;10;10;0;0;JUNIN;HUANCAYO;CHILCA;UGEL HUANCAYO;Urbana
2021;0106209-0;0106209;0;ORQUIDEAS;Pública de gestión directa;A5;Inicial no escolarizado;Inicial;14;5;9;0;0;JUNIN;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Urbana
2021;0106210-0;0106210;0;PENSAMIENTOS;Pública de gestión directa;A5;Inicial no escolarizado;Inicial;12;6;6;0;0;JUNIN;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Urbana
2021;0217299-0;0217299;0;MARIA AUXILIADORA;Privada;F0;Secundaria;Secundaria;180;180;0;0;0;JUNIN;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Urbana
2021;0215004-0;0215004;0;30566 ALEJANDRO RUFINO ESPINOZA LEON;Pública de gestión directa;B0;Primaria;Primaria;29;13;16;0;0;JUNIN;JAUJA;YAUYOS;UGEL JAUJA;Rural
2021;0215012-0;0215012;0;30533 JOSE CELESTINO HUATUCO DAVILA;Pública de gestión directa;B0;Primaria;Primaria;105;54;51;0;5;JUNIN;JAUJA;YAUYOS;UGEL JAUJA;Urbana
2021;0215020-0;0215020;0;30534 SANTISIMA VIRGEN DE LAS MERCEDES;Pública de gestión directa;B0;Primaria;Primaria;22;12;10;0;2;JUNIN;JAUJA;YAUYOS;UGEL JAUJA;Urbana
2021;0215038-0;0215038;0;30535 FRANCISCO BOLOGNESI CERVANTES;Pública de gestión directa;B0;Primaria;Primaria;71;34;37;0;0;JUNIN;JAUJA;CURICACA;UGEL JAUJA;Rural
2021;0215053-0;0215053;0;HATUN XAUXA;Pública de gestión directa;B0;Primaria;Primaria;129;58;71;0;6;JUNIN;JAUJA;SAUSA;UGEL JAUJA;Urbana
2021;0215079-0;0215079;0;30467 BLAS FILOMENO RIVERA FABIAN;Pública de gestión directa;B0;Primaria;Primaria;2;2;0;0;0;JUNIN;JAUJA;POMACANCHA;UGEL JAUJA;Rural
2021;0215087-0;0215087;0;ANDRES AVELINO CACERES D. 30468;Pública de gestión directa;B0;Primaria;Primaria;34;17;17;0;1;JUNIN;JAUJA;POMACANCHA;UGEL JAUJA;Rural
2021;0215103-0;0215103;0;30443 FRANCISCO MERCADO ALANYA;Pública de gestión directa;B0;Primaria;Primaria;25;13;12;0;0;JUNIN;JAUJA;MASMA CHICCHE;UGEL JAUJA;Rural
2021;0215111-0;0215111;0;30425 EMILIO PONCE DELGADO;Pública de gestión directa;B0;Primaria;Primaria;30;21;9;0;0;JUNIN;JAUJA;JANJAILLO;UGEL JAUJA;Rural
2021;0215137-0;0215137;0;30427 LAZARO ESPINOZA CARHUANCHO;Pública de gestión directa;B0;Primaria;Primaria;13;4;9;0;0;JUNIN;JAUJA;JANJAILLO;UGEL JAUJA;Rural
2021;0215160-0;0215160;0;338 HUELLITAS FRANCISCANAS;Pública de gestión directa;A3;Inicial - Cuna-Jardín;Inicial;110;56;54;0;0;JUNIN;JAUJA;SAUSA;UGEL JAUJA;Urbana
2021;0215178-0;0215178;0;353 MADRE TERESA DE CALCUTA;Pública de gestión directa;A2;Inicial - Jardín;Inicial;29;12;17;0;0;JUNIN;JAUJA;YAUYOS;UGEL JAUJA;Urbana
2021;0217208-0;0217208;0;30421 PEDRO DAVILA CALDERON;Pública de gestión directa;B0;Primaria;Primaria;11;4;7;0;0;JUNIN;JAUJA;CURICACA;UGEL JAUJA;Rural
2021;0217216-0;0217216;0;30423 SANTISIMA CRUZ DE MAYO;Pública de gestión directa;B0;Primaria;Primaria;15;7;8;0;0;JUNIN;JAUJA;CURICACA;UGEL JAUJA;Rural
2021;0217257-0;0217257;0;JAVIER HERAUD;Pública de gestión directa;B0;Primaria;Primaria;71;30;41;0;1;JUNIN;JAUJA;MASMA CHICCHE;UGEL JAUJA;Rural
2021;0217323-0;0217323;0;30773;Pública de gestión directa;B0;Primaria;Primaria;11;6;5;0;1;JUNIN;TARMA;TARMA;UGEL TARMA;Rural
2021;0217331-0;0217331;0;30787;Pública de gestión directa;B0;Primaria;Primaria;10;3;7;0;0;JUNIN;TARMA;ACOBAMBA;UGEL TARMA;Rural
2021;0364455-0;0364455;0;31146 JOSE ANTONIO ENCINAS;Pública de gestión directa;B0;Primaria;Primaria;74;32;42;3;3;JUNIN;YAULI;LA OROYA;UGEL YAULI;Urbana
2021;0364463-0;0364463;0;31147 ANTONIO RAIMONDI;Pública de gestión directa;B0;Primaria;Primaria;212;94;118;0;0;JUNIN;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Urbana
2021;0364471-0;0364471;0;31148 MANUEL SCORZA;Pública de gestión directa;B0;Primaria;Primaria;236;118;118;0;4;JUNIN;YAULI;LA OROYA;UGEL YAULI;Urbana
2021;0364489-0;0364489;0;31149;Pública de gestión directa;B0;Primaria;Primaria;33;13;20;0;0;JUNIN;YAULI;LA OROYA;UGEL YAULI;Rural
2021;0364505-0;0364505;0;31151 DANIEL A. CARRION;Pública de gestión directa;B0;Primaria;Primaria;51;31;20;0;2;JUNIN;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Urbana
2021;0364513-0;0364513;0;31152 LEONCIO ASTETE RODRIGUEZ;Pública de gestión directa;B0;Primaria;Primaria;229;100;129;0;2;JUNIN;YAULI;LA OROYA;UGEL YAULI;Urbana
2021;0364521-0;0364521;0;31153;Pública de gestión directa;B0;Primaria;Primaria;94;48;46;0;4;JUNIN;YAULI;SANTA BARBARA DE CARHUACAYAN;UGEL YAULI;Rural
2021;0364539-0;0364539;0;31154 SANTA ROSA DE LIMA;Pública de gestión directa;B0;Primaria;Primaria;39;19;20;0;2;JUNIN;YAULI;CHACAPALPA;UGEL YAULI;Rural
2021;0364547-0;0364547;0;GERMAN POMALAZA RIXE;Pública de gestión directa;B0;Primaria;Primaria;136;76;60;0;1;JUNIN;YAULI;HUAY-HUAY;UGEL YAULI;Rural
2021;0364554-0;0364554;0;31158 VIRGEN DE FATIMA;Pública de gestión directa;B0;Primaria;Primaria;26;13;13;0;0;JUNIN;YAULI;MARCAPOMACOCHA;UGEL YAULI;Rural
2021;0364562-0;0364562;0;31159 HORACIO ZEBALLOS GAMEZ;Pública de gestión directa;B0;Primaria;Primaria;261;132;129;0;3;JUNIN;YAULI;MOROCOCHA;UGEL YAULI;Urbana
2021;0364570-0;0364570;0;31161 8 DE OCTUBRE;Pública de gestión directa;B0;Primaria;Primaria;82;39;43;0;2;JUNIN;YAULI;PACCHA;UGEL YAULI;Rural
2021;0364588-0;0364588;0;31163;Pública de gestión directa;B0;Primaria;Primaria;8;2;6;0;0;JUNIN;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Urbana
2021;0364596-0;0364596;0;31164;Pública de gestión directa;B0;Primaria;Primaria;110;54;56;0;3;JUNIN;YAULI;SUITUCANCHA;UGEL YAULI;Rural
2021;0364604-0;0364604;0;31166 JAVIER PEREZ DE CUELLAR;Pública de gestión directa;B0;Primaria;Primaria;155;80;75;0;1;JUNIN;YAULI;YAULI;UGEL YAULI;Urbana
2021;0364620-0;0364620;0;31168;Pública de gestión directa;B0;Primaria;Primaria;3;2;1;0;0;JUNIN;YAULI;YAULI;UGEL YAULI;Rural
2021;0364638-0;0364638;0;31169;Pública de gestión directa;B0;Primaria;Primaria;8;2;6;0;1;JUNIN;YAULI;YAULI;UGEL YAULI;Rural
2021;0364661-0;0364661;0;31172;Pública de gestión directa;B0;Primaria;Primaria;7;5;2;0;0;JUNIN;YAULI;CHACAPALPA;UGEL YAULI;Rural
2021;0364679-0;0364679;0;31173;Pública de gestión directa;B0;Primaria;Primaria;8;3;5;1;0;JUNIN;YAULI;CHACAPALPA;UGEL YAULI;Rural
2021;0364695-0;0364695;0;31175;Pública de gestión directa;B0;Primaria;Primaria;14;6;8;0;0;JUNIN;YAULI;MARCAPOMACOCHA;UGEL YAULI;Rural
2021;0364703-0;0364703;0;31176;Pública de gestión directa;B0;Primaria;Primaria;41;13;28;0;1;JUNIN;YAULI;MOROCOCHA;UGEL YAULI;Rural
2021;0364711-0;0364711;0;31177;Pública de gestión directa;B0;Primaria;Primaria;67;40;27;0;2;JUNIN;HUANCAYO;PARIAHUANCA;UGEL HUANCAYO;Rural
2021;0364729-0;0364729;0;31178;Pública de gestión directa;B0;Primaria;Primaria;24;13;11;0;0;JUNIN;HUANCAYO;PARIAHUANCA;UGEL HUANCAYO;Rural
2021;0364737-0;0364737;0;31179;Pública de gestión directa;B0;Primaria;Primaria;32;16;16;0;0;JUNIN;HUANCAYO;PARIAHUANCA;UGEL HUANCAYO;Rural
2021;0364752-0;0364752;0;31181;Pública de gestión directa;B0;Primaria;Primaria;5;2;3;0;0;JUNIN;HUANCAYO;SAÑO;UGEL HUANCAYO;Rural
2021;0364760-0;0364760;0;31182;Pública de gestión directa;B0;Primaria;Primaria;16;5;11;0;0;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;UGEL HUANCAYO;Rural
2021;0364778-0;0364778;0;31183;Pública de gestión directa;B0;Primaria;Primaria;41;26;15;0;1;JUNIN;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Rural
2021;0364786-0;0364786;0;31184;Pública de gestión directa;B0;Primaria;Primaria;6;2;4;0;0;JUNIN;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Rural
2021;0364794-0;0364794;0;31185;Pública de gestión directa;B0;Primaria;Primaria;2;0;2;0;0;JUNIN;CONCEPCION;ANDAMARCA;UGEL CONCEPCIÓN;Rural
2021;0364802-0;0364802;0;31186;Pública de gestión directa;B0;Primaria;Primaria;40;19;21;0;1;JUNIN;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Rural
2021;0364810-0;0364810;0;PACHACUTEC;Pública de gestión directa;B0;Primaria;Primaria;104;49;55;0;1;JUNIN;SATIPO;SATIPO;UGEL SATIPO;Rural
2021;0364828-0;0364828;0;31188;Pública de gestión directa;B0;Primaria;Primaria;8;5;3;1;1;JUNIN;SATIPO;SATIPO;UGEL SATIPO;Rural
2021;0364836-0;0364836;0;31189;Pública de gestión directa;B0;Primaria;Primaria;75;33;42;6;5;JUNIN;SATIPO;PANGOA;UGEL PANGOA;Rural
2021;0364844-0;0364844;0;31190;Pública de gestión directa;B0;Primaria;Primaria;35;20;15;3;2;JUNIN;SATIPO;RIO NEGRO;UGEL SATIPO;Rural
2021;0364851-0;0364851;0;CORONEL FRANCISCO BOLOGNESI;Pública de gestión directa;B0;Primaria;Primaria;85;38;47;0;2;JUNIN;SATIPO;RIO NEGRO;UGEL SATIPO;Rural
2021;0364869-0;0364869;0;31192;Pública de gestión directa;B0;Primaria;Primaria;8;5;3;0;0;JUNIN;CHANCHAMAYO;PICHANAQUI;UGEL PICHANAKI;Rural
2021;0364877-0;0364877;0;31193;Pública de gestión directa;B0;Primaria;Primaria;5;2;3;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0364885-0;0364885;0;31194;Pública de gestión directa;B0;Primaria;Primaria;7;2;5;0;0;JUNIN;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Rural
2021;0364893-0;0364893;0;31195;Pública de gestión directa;B0;Primaria;Primaria;59;26;33;0;1;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0364901-0;0364901;0;31196;Pública de gestión directa;B0;Primaria;Primaria;10;6;4;0;2;JUNIN;CHANCHAMAYO;PICHANAQUI;UGEL PICHANAKI;Rural
2021;0364919-0;0364919;0;31197;Pública de gestión directa;B0;Primaria;Primaria;9;2;7;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0364927-0;0364927;0;31198;Pública de gestión directa;B0;Primaria;Primaria;3;0;3;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0364935-0;0364935;0;31199;Pública de gestión directa;B0;Primaria;Primaria;12;6;6;0;0;JUNIN;CHANCHAMAYO;VITOC;UGEL CHANCHAMAYO;Rural
2021;0364943-0;0364943;0;31200;Pública de gestión directa;B0;Primaria;Primaria;6;3;3;0;0;JUNIN;CHANCHAMAYO;VITOC;UGEL CHANCHAMAYO;Rural
2021;0365080-0;0365080;0;31214;Pública de gestión directa;B0;Primaria;Primaria;3;0;3;0;0;JUNIN;JUNIN;ONDORES;UGEL JUNÍN;Rural
2021;0365098-0;0365098;0;31216;Pública de gestión directa;B0;Primaria;Primaria;8;5;3;0;0;JUNIN;HUANCAYO;PARIAHUANCA;UGEL HUANCAYO;Rural
2021;0365106-0;0365106;0;31217;Pública de gestión directa;B0;Primaria;Primaria;2;1;1;0;0;JUNIN;HUANCAYO;CULLHUAS;UGEL HUANCAYO;Rural
2021;0365114-0;0365114;0;31218 MAURO L. CARHUALLANQUI CEVAL;Pública de gestión directa;B0;Primaria;Primaria;32;16;16;0;5;JUNIN;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Urbana
2021;0365122-0;0365122;0;31219;Pública de gestión directa;B0;Primaria;Primaria;10;6;4;0;1;JUNIN;HUANCAYO;HUASICANCHA;UGEL HUANCAYO;Rural
2021;0365148-0;0365148;0;31221;Pública de gestión directa;B0;Primaria;Primaria;11;1;10;0;4;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;UGEL HUANCAYO;Rural
2021;0365155-0;0365155;0;31222;Pública de gestión directa;B0;Primaria;Primaria;9;4;5;0;2;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;UGEL HUANCAYO;Rural
2021;0365163-0;0365163;0;31223;Pública de gestión directa;B0;Primaria;Primaria;5;1;4;1;1;JUNIN;CONCEPCION;ANDAMARCA;UGEL CONCEPCIÓN;Rural
2021;0365171-0;0365171;0;31224;Pública de gestión directa;B0;Primaria;Primaria;6;4;2;0;0;JUNIN;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Rural
2021;0365189-0;0365189;0;31225;Pública de gestión directa;B0;Primaria;Primaria;12;4;8;0;2;JUNIN;CONCEPCION;ANDAMARCA;UGEL CONCEPCIÓN;Rural
2021;0365197-0;0365197;0;31226 SANTA ROSA;Pública de gestión directa;B0;Primaria;Primaria;51;30;21;0;2;JUNIN;JUNIN;ULCUMAYO;UGEL JUNÍN;Rural
2021;0365205-0;0365205;0;31227;Pública de gestión directa;B0;Primaria;Primaria;8;4;4;0;1;JUNIN;TARMA;HUASAHUASI;UGEL TARMA;Rural
2021;0365247-0;0365247;0;POLITECNICO SELVA CENTRAL;Pública de gestión directa;B0;Primaria;Primaria;105;51;54;0;5;JUNIN;CHANCHAMAYO;PICHANAQUI;UGEL PICHANAKI;Rural
2021;0365254-0;0365254;0;31231;Pública de gestión directa;B0;Primaria;Primaria;21;11;10;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0365262-0;0365262;0;31232;Pública de gestión directa;B0;Primaria;Primaria;8;4;4;0;1;JUNIN;CHANCHAMAYO;PERENE;UGEL PICHANAKI;Rural
2021;0365361-0;0365361;0;30053;Pública de gestión directa;B0;Primaria;Primaria;7;1;6;0;3;JUNIN;HUANCAYO;PUCARA;UGEL HUANCAYO;Rural
2021;0365379-0;0365379;0;31243;Pública de gestión directa;B0;Primaria;Primaria;13;7;6;0;0;JUNIN;CHUPACA;YANACANCHA;UGEL CHUPACA;Rural
2021;0365387-0;0365387;0;31244;Pública de gestión directa;B0;Primaria;Primaria;11;7;4;0;0;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;UGEL HUANCAYO;Rural
2021;0365395-0;0365395;0;31245;Pública de gestión directa;B0;Primaria;Primaria;10;3;7;0;0;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;UGEL HUANCAYO;Rural
2021;0365403-0;0365403;0;31246;Pública de gestión directa;B0;Primaria;Primaria;9;4;5;0;0;JUNIN;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Rural
2021;0365411-0;0365411;0;31247;Pública de gestión directa;B0;Primaria;Primaria;13;9;4;0;0;JUNIN;CONCEPCION;COCHAS;UGEL CONCEPCIÓN;Rural
2021;0365429-0;0365429;0;31248;Pública de gestión directa;B0;Primaria;Primaria;7;4;3;0;0;JUNIN;JUNIN;ULCUMAYO;UGEL JUNÍN;Rural
2021;0365437-0;0365437;0;31249 JULIO CESAR TELLO;Pública de gestión directa;B0;Primaria;Primaria;37;17;20;0;3;JUNIN;JUNIN;ULCUMAYO;UGEL JUNÍN;Rural
2021;0365445-0;0365445;0;31250;Pública de gestión directa;B0;Primaria;Primaria;28;13;15;0;0;JUNIN;SATIPO;COVIRIALI;UGEL SATIPO;Rural
2021;0365452-0;0365452;0;31251;Pública de gestión directa;B0;Primaria;Primaria;93;45;48;0;12;JUNIN;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Rural
2021;0365460-0;0365460;0;SAN ANTONIO DE CHENI;Pública de gestión directa;B0;Primaria;Primaria;147;88;59;0;12;JUNIN;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Rural
2021;0365478-0;0365478;0;31253;Pública de gestión directa;B0;Primaria;Primaria;14;7;7;0;0;JUNIN;SATIPO;SATIPO;UGEL SATIPO;Rural
2021;0365486-0;0365486;0;SANTA ROSA DE CHIRIARI;Pública de gestión directa;B0;Primaria;Primaria;51;28;23;0;3;JUNIN;SATIPO;MAZAMARI;UGEL SATIPO;Rural
2021;0365502-0;0365502;0;31256;Pública de gestión directa;B0;Primaria;Primaria;7;2;5;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0365528-0;0365528;0;31258;Pública de gestión directa;B0;Primaria;Primaria;3;1;2;0;2;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0365544-0;0365544;0;31260;Pública de gestión directa;B0;Primaria;Primaria;25;12;13;0;5;JUNIN;CHANCHAMAYO;PICHANAQUI;UGEL PICHANAKI;Rural
2021;0365551-0;0365551;0;31261;Pública de gestión directa;B0;Primaria;Primaria;41;13;28;0;4;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0365569-0;0365569;0;31262;Pública de gestión directa;B0;Primaria;Primaria;5;2;3;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0365577-0;0365577;0;31263;Pública de gestión directa;B0;Primaria;Primaria;26;13;13;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL PICHANAKI;Rural
2021;0365585-0;0365585;0;JOSE GALVEZ BARRENECHEA;Pública de gestión directa;B0;Primaria;Primaria;17;8;9;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0365593-0;0365593;0;JOSE MARIATEGUI LA CHIRA;Pública de gestión directa;B0;Primaria;Primaria;46;30;16;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0365601-0;0365601;0;31266;Pública de gestión directa;B0;Primaria;Primaria;20;10;10;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0365619-0;0365619;0;31267 JUAN SHANKI KAMAIROKI;Pública de gestión directa;B0;Primaria;Primaria;91;50;41;0;5;JUNIN;CHANCHAMAYO;PERENE;UGEL PICHANAKI;Rural
2021;0365627-0;0365627;0;31268;Pública de gestión directa;B0;Primaria;Primaria;15;8;7;0;1;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0365635-0;0365635;0;31269;Pública de gestión directa;B0;Primaria;Primaria;15;7;8;0;1;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;UGEL CHANCHAMAYO;Rural
2021;0365643-0;0365643;0;31270 RAUL ALIAGA SOTOMAYOR;Pública de gestión directa;B0;Primaria;Primaria;58;27;31;0;2;JUNIN;CHANCHAMAYO;PICHANAQUI;UGEL PICHANAKI;Rural
2021;0365650-0;0365650;0;31271;Pública de gestión directa;B0;Primaria;Primaria;8;6;2;0;0;JUNIN;CHANCHAMAYO;VITOC;UGEL CHANCHAMAYO;Rural
2021;0365668-0;0365668;0;31272;Pública de gestión directa;B0;Primaria;Primaria;15;8;7;0;0;JUNIN;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Rural
2021;0365676-0;0365676;0;31273;Pública de gestión directa;B0;Primaria;Primaria;45;19;26;0;6;JUNIN;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Urbana
2021;0365700-0;0365700;0;64427;Pública de gestión directa;B0;Primaria;Primaria;43;26;17;0;3;JUNIN;SATIPO;PANGOA;UGEL RIO ENE-MANTARO;Rural
2021;0365726-0;0365726;0;BILINGÜE ALIPIO PONCE VASQUEZ;Pública de gestión directa;B0;Primaria;Primaria;207;102;105;0;35;JUNIN;SATIPO;MAZAMARI;UGEL SATIPO;Rural
2021;0365734-0;0365734;0;64430;Pública de gestión directa;B0;Primaria;Primaria;99;60;39;0;11;JUNIN;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Rural
2021;0365759-0;0365759;0;64432;Pública de gestión directa;B0;Primaria;Primaria;61;36;25;0;13;JUNIN;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Rural
2021;0365775-0;0365775;0;64434;Pública de gestión directa;B0;Primaria;Primaria;104;50;54;0;24;JUNIN;SATIPO;PANGOA;UGEL PANGOA;Rural
2021;0365791-0;0365791;0;EMILIO RIOS ANITA;Pública de gestión directa;B0;Primaria;Primaria;170;91;79;0;11;JUNIN;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Rural
2021;0365809-0;0365809;0;64437;Pública de gestión directa;B0;Primaria;Primaria;65;28;37;0;6;JUNIN;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Rural
2021;0365817-0;0365817;0;64438;Pública de gestión directa;B0;Primaria;Primaria;113;60;53;0;11;JUNIN;SATIPO;RIO TAMBO;UGEL RIO ENE-MANTARO;Rural
2021;0365833-0;0365833;0;64440;Pública de gestión directa;B0;Primaria;Primaria;208;93;115;9;28;JUNIN;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Rural
2021;0365841-0;0365841;0;64483;Pública de gestión directa;B0;Primaria;Primaria;21;12;9;0;2;JUNIN;SATIPO;RIO NEGRO;UGEL SATIPO;Rural
2021;0365858-0;0365858;0;64484;Pública de gestión directa;B0;Primaria;Primaria;64;26;38;0;8;JUNIN;SATIPO;RIO TAMBO;UGEL RIO ENE-MANTARO;Rural
2021;0365866-0;0365866;0;64485;Pública de gestión directa;B0;Primaria;Primaria;84;37;47;0;14;JUNIN;SATIPO;RIO TAMBO;UGEL RIO ENE-MANTARO;Rural
2021;0365890-0;0365890;0;64488;Pública de gestión directa;B0;Primaria;Primaria;30;13;17;0;7;JUNIN;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Rural
2021;0365916-0;0365916;0;30760;Pública de gestión directa;B0;Primaria;Primaria;37;19;18;0;4;JUNIN;SATIPO;LLAYLLA;UGEL SATIPO;Rural
2021;0365932-0;0365932;0;64517;Pública de gestión directa;B0;Primaria;Primaria;56;28;28;0;10;JUNIN;SATIPO;SATIPO;UGEL SATIPO;Rural
2021;0365965-0;0365965;0;64425;Pública de gestión directa;B0;Primaria;Primaria;195;99;96;0;23;JUNIN;SATIPO;PANGOA;UGEL PANGOA;Rural
2021;0365973-0;0365973;0;64441;Pública de gestión directa;B0;Primaria;Primaria;67;32;35;0;8;JUNIN;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Rural
2021;0365981-0;0365981;0;64442;Pública de gestión directa;B0;Primaria;Primaria;12;5;7;0;0;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;UGEL CHANCHAMAYO;Rural
2021;0367946-0;0367946;0;30001-8;Pública de gestión directa;B0;Primaria;Primaria;12;5;7;0;1;JUNIN;YAULI;MOROCOCHA;UGEL YAULI;Rural
2021;0368050-0;0368050;0;CLARETIANO;Privada;B0;Primaria;Primaria;457;219;238;0;0;JUNIN;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Urbana
2021;0368068-0;0368068;0;SAN PIO X;Privada;F0;Secundaria;Secundaria;51;2;49;0;1;JUNIN;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Urbana
2021;0368092-0;0368092;0;SALESIANO SANTA ROSA;Privada;B0;Primaria;Primaria;609;0;609;0;0;JUNIN;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Urbana
2021;0368118-0;0368118;0;MARIA AUXILIADORA;Privada;B0;Primaria;Primaria;238;238;0;0;0;JUNIN;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Urbana
2021;0368126-0;0368126;0;GELICICH;Privada;B0;Primaria;Primaria;339;339;0;0;0;JUNIN;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Urbana
2021;0368134-0;0368134;0;SOLARYX;Privada;B0;Primaria;Primaria;113;51;62;0;2;JUNIN;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Urbana
2021;0368167-0;0368167;0;ROSA DE LIMA;Privada;B0;Primaria;Primaria;425;223;202;0;0;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;UGEL HUANCAYO;Urbana
2021;0368175-0;0368175;0;ANDINO;Privada;B0;Primaria;Primaria;354;205;149;0;0;JUNIN;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Urbana
2021;0368316-0;0368316;0;FERNANDO STAHL;Privada;B0;Primaria;Primaria;51;22;29;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Urbana
2021;0368399-0;0368399;0;EBEN EZER;Privada;B0;Primaria;Primaria;42;21;21;0;1;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0368423-0;0368423;0;31292;Pública de gestión directa;B0;Primaria;Primaria;13;6;7;0;2;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0368456-0;0368456;0;31390;Pública de gestión directa;B0;Primaria;Primaria;34;17;17;0;0;JUNIN;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Rural
2021;0368464-0;0368464;0;LA SAGRADA FAMILIA;Privada;B0;Primaria;Primaria;148;147;1;0;0;JUNIN;TARMA;TARMA;UGEL TARMA;Urbana
2021;0368472-0;0368472;0;NIÑO JESUS DE PRAGA;Pública de gestión privada;B0;Primaria;Primaria;104;44;60;0;0;JUNIN;TARMA;TARMA;UGEL TARMA;Urbana
